,bbox_x1,bbox_y1,bbox_x2,bbox_y2,file_name,gray_scale,label,train/val
1660,178,214,901,658,01661.jpg,False,0,train
1661,30,36,734,240,01662.jpg,False,172,train
1662,8,77,500,268,01663.jpg,False,26,train
1663,21,16,493,262,01664.jpg,False,125,train
1664,57,70,651,355,01665.jpg,False,137,train
1665,252,167,483,266,01666.jpg,False,151,train
1666,42,61,433,288,01667.jpg,False,145,train
1667,24,156,448,419,01668.jpg,False,118,val
1668,24,71,611,423,01669.jpg,False,132,val
1669,9,16,204,136,01670.jpg,False,189,train
1670,23,365,529,717,01671.jpg,False,46,train
1671,15,67,398,253,01672.jpg,False,32,train
1672,56,146,575,403,01673.jpg,False,80,train
1673,180,43,870,713,01674.jpg,False,166,train
1674,49,59,591,273,01675.jpg,False,34,val
1675,130,169,1537,1156,01676.jpg,False,97,val
1676,23,58,351,248,01677.jpg,False,43,train
1677,82,95,416,268,01678.jpg,False,9,val
1678,14,137,621,429,01679.jpg,False,63,train
1679,37,137,997,602,01680.jpg,False,8,val
1680,69,282,1197,785,01681.jpg,False,32,train
1681,105,102,624,372,01682.jpg,False,82,train
1682,19,55,244,160,01683.jpg,False,85,train
1683,71,204,686,371,01684.jpg,False,150,train
1684,56,224,1210,662,01685.jpg,False,92,val
1685,39,61,348,283,01686.jpg,False,112,train
1686,16,29,180,119,01687.jpg,False,29,val
1687,205,34,1333,864,01688.jpg,False,105,train
1688,16,54,295,158,01689.jpg,False,79,train
1689,23,34,190,96,01690.jpg,False,69,val
1690,55,158,961,677,01691.jpg,False,49,train
1691,79,300,627,589,01692.jpg,False,139,val
1692,40,43,988,701,01693.jpg,False,130,train
1693,25,96,637,399,01694.jpg,False,73,train
1694,29,45,228,167,01695.jpg,False,130,val
1695,43,30,247,147,01696.jpg,False,187,train
1696,112,31,496,348,01697.jpg,False,117,val
1697,57,67,256,179,01698.jpg,False,122,train
1698,19,18,254,198,01699.jpg,False,188,train
1699,42,77,573,431,01700.jpg,False,17,train
1700,82,42,254,159,01701.jpg,False,94,val
1701,97,77,495,405,01702.jpg,False,59,train
1702,123,35,487,297,01703.jpg,False,45,train
1703,28,28,378,239,01704.jpg,False,83,train
1704,22,101,380,235,01705.jpg,False,2,val
1705,19,74,381,232,01706.jpg,False,6,val
1706,79,165,744,556,01707.jpg,False,55,val
1707,80,169,366,254,01708.jpg,False,45,train
1708,236,133,472,319,01709.jpg,False,95,train
1709,149,76,1497,937,01710.jpg,False,54,train
1710,231,72,1007,667,01711.jpg,False,153,val
1711,25,237,606,447,01712.jpg,False,70,train
1712,43,237,515,445,01713.jpg,False,170,train
1713,25,61,583,277,01714.jpg,False,25,train
1714,19,114,620,426,01715.jpg,False,12,train
1715,60,91,588,373,01716.jpg,False,2,train
1716,9,51,489,295,01717.jpg,False,152,train
1717,65,132,1790,1150,01718.jpg,False,148,train
1718,42,81,241,164,01719.jpg,False,30,train
1719,9,147,1022,612,01720.jpg,False,166,val
1720,21,47,615,408,01721.jpg,False,95,train
1721,10,61,435,282,01722.jpg,False,104,train
1722,7,129,796,475,01723.jpg,False,157,train
1723,67,177,626,480,01724.jpg,False,114,train
1724,211,73,645,352,01725.jpg,False,177,train
1725,73,97,587,375,01726.jpg,False,161,val
1726,32,1,511,236,01727.jpg,False,125,val
1727,27,27,249,160,01728.jpg,False,155,val
1728,15,113,469,317,01729.jpg,False,149,train
1729,59,172,593,359,01730.jpg,False,149,train
1730,80,78,400,326,01731.jpg,False,66,val
1731,12,134,677,432,01732.jpg,False,86,val
1732,194,364,1292,837,01733.jpg,False,12,train
1733,237,435,1000,876,01734.jpg,False,139,train
1734,30,224,462,396,01735.jpg,False,172,train
1735,20,56,419,265,01736.jpg,False,68,train
1736,27,41,635,459,01737.jpg,False,131,train
1737,14,38,224,173,01738.jpg,False,133,train
1738,41,71,488,309,01739.jpg,False,194,train
1739,2,59,429,262,01740.jpg,False,154,val
1740,52,31,423,275,01741.jpg,False,138,val
1741,11,9,255,182,01742.jpg,False,130,train
1742,39,201,1003,681,01743.jpg,False,79,train
1743,39,64,558,215,01744.jpg,False,143,train
1744,24,49,996,767,01745.jpg,False,70,train
1745,28,155,860,403,01746.jpg,False,78,val
1746,92,77,585,409,01747.jpg,False,168,train
1747,69,181,424,373,01748.jpg,False,129,train
1748,7,52,130,129,01749.jpg,False,156,train
1749,51,57,590,402,01750.jpg,False,2,train
1750,22,24,378,170,01751.jpg,False,52,val
1751,49,138,560,386,01752.jpg,False,59,train
1752,1,14,300,174,01753.jpg,False,41,train
1753,70,164,905,698,01754.jpg,False,131,train
1754,7,44,253,154,01755.jpg,False,12,train
1755,514,43,1063,360,01756.jpg,False,159,val
1756,55,72,410,239,01757.jpg,False,37,train
1757,1,103,639,480,01758.jpg,False,113,train
1758,23,52,288,183,01759.jpg,False,180,val
1759,38,31,180,112,01760.jpg,False,122,train
1760,23,27,611,426,01761.jpg,False,182,val
1761,1,700,1189,1159,01762.jpg,False,11,train
1762,104,122,450,335,01763.jpg,False,174,val
1763,79,134,587,364,01764.jpg,False,148,train
1764,56,40,195,160,01765.jpg,False,110,train
1765,20,33,414,278,01766.jpg,False,89,train
1766,84,107,496,254,01767.jpg,False,10,train
1767,26,149,626,425,01768.jpg,False,8,train
1768,65,66,386,270,01769.jpg,False,147,val
1769,86,159,659,406,01770.jpg,False,46,train
1770,40,53,561,346,01771.jpg,False,155,train
1771,35,42,274,154,01772.jpg,False,38,train
1772,7,69,289,216,01773.jpg,False,107,train
1773,27,124,732,521,01774.jpg,False,194,train
1774,15,36,629,291,01775.jpg,False,30,train
1775,49,177,388,318,01776.jpg,False,174,train
1776,66,71,388,309,01777.jpg,False,100,train
1777,36,99,585,426,01778.jpg,False,21,train
1778,26,181,879,562,01779.jpg,False,111,val
1779,95,194,505,464,01780.jpg,False,167,train
1780,29,74,619,376,01781.jpg,False,116,val
1781,48,9,610,247,01782.jpg,False,16,val
1782,39,44,472,247,01783.jpg,False,14,train
1783,19,184,886,722,01784.jpg,False,94,train
1784,22,69,231,154,01785.jpg,False,72,val
1785,114,67,553,371,01786.jpg,False,9,train
1786,11,26,98,68,01787.jpg,False,122,train
1787,9,11,141,85,01788.jpg,False,87,train
1788,15,83,561,422,01789.jpg,False,86,train
1789,45,81,578,397,01790.jpg,False,112,train
1790,40,58,1916,1018,01791.jpg,False,169,train
1791,44,20,1225,739,01792.jpg,False,38,train
1792,8,37,257,175,01793.jpg,False,115,train
1793,115,157,619,361,01794.jpg,False,177,val
1794,28,47,1007,598,01795.jpg,False,77,train
1795,127,49,552,331,01796.jpg,False,77,train
1796,25,19,612,302,01797.jpg,False,153,train
1797,42,158,496,355,01798.jpg,False,170,train
1798,52,105,233,194,01799.jpg,False,83,train
1799,47,97,608,440,01800.jpg,False,123,train
1800,15,25,239,182,01801.jpg,False,94,train
1801,10,42,298,203,01802.jpg,False,75,train
1802,58,48,340,217,01803.jpg,False,12,train
1803,37,334,1486,1120,01804.jpg,False,92,train
1804,15,37,284,160,01805.jpg,False,14,train
1805,10,62,252,149,01806.jpg,False,53,train
1806,14,135,374,268,01807.jpg,False,33,val
1807,82,133,974,665,01808.jpg,False,74,train
1808,39,155,555,343,01809.jpg,False,176,train
1809,21,243,617,422,01810.jpg,False,20,train
1810,118,140,364,303,01811.jpg,False,51,train
1811,57,64,1005,608,01812.jpg,False,58,train
1812,81,185,385,333,01813.jpg,False,154,train
1813,6,128,448,341,01814.jpg,False,193,train
1814,14,23,250,163,01815.jpg,False,53,train
1815,111,92,645,435,01816.jpg,False,77,train
1816,32,14,437,287,01817.jpg,False,51,val
1817,25,62,555,330,01818.jpg,False,45,train
1818,22,52,257,176,01819.jpg,False,7,train
1819,88,233,956,620,01820.jpg,False,163,train
1820,87,129,758,358,01821.jpg,False,28,val
1821,23,28,600,412,01822.jpg,False,138,train
1822,82,109,450,300,01823.jpg,False,80,val
1823,55,31,341,238,01824.jpg,False,185,train
1824,79,49,555,421,01825.jpg,False,34,train
1825,31,10,621,400,01826.jpg,False,84,train
1826,188,282,1585,1157,01827.jpg,False,62,val
1827,70,105,443,285,01828.jpg,False,48,train
1828,36,103,589,325,01829.jpg,False,138,train
1829,78,106,709,502,01830.jpg,False,131,val
1830,43,69,608,452,01831.jpg,False,115,val
1831,29,18,157,86,01832.jpg,False,0,val
1832,21,97,622,387,01833.jpg,False,10,train
1833,143,91,556,370,01834.jpg,False,123,train
1834,72,94,577,397,01835.jpg,False,90,train
1835,81,87,581,348,01836.jpg,False,86,train
1836,79,118,373,262,01837.jpg,False,89,train
1837,5,37,280,157,01838.jpg,False,26,val
1838,124,43,955,406,01839.jpg,False,25,train
1839,98,55,686,463,01840.jpg,False,143,train
1840,5,56,495,210,01841.jpg,False,25,val
1841,30,36,452,237,01842.jpg,False,162,train
1842,17,87,635,468,01843.jpg,False,185,train
1843,33,176,608,468,01844.jpg,False,193,train
1844,65,65,268,180,01845.jpg,False,161,train
1845,137,391,926,675,01846.jpg,False,149,train
1846,160,208,1465,1018,01847.jpg,False,54,train
1847,23,104,447,306,01848.jpg,False,22,train
1848,12,115,640,470,01849.jpg,False,120,val
1849,309,190,970,506,01850.jpg,False,139,train
1850,11,104,293,185,01851.jpg,False,30,train
1851,27,21,626,433,01852.jpg,False,7,train
1852,270,320,999,763,01853.jpg,False,193,train
1853,82,53,323,173,01854.jpg,False,34,train
1854,81,171,582,452,01855.jpg,False,114,train
1855,49,124,453,280,01856.jpg,False,120,train
1856,11,77,267,180,01857.jpg,False,43,val
1857,8,61,1023,478,01858.jpg,False,180,train
1858,114,11,542,414,01859.jpg,False,171,val
1859,67,119,601,406,01860.jpg,False,190,train
1860,13,42,497,366,01861.jpg,False,147,val
1861,20,103,602,354,01862.jpg,False,101,train
1862,11,60,263,183,01863.jpg,False,126,train
1863,64,202,898,574,01864.jpg,False,5,train
1864,19,83,631,404,01865.jpg,False,190,train
1865,364,343,720,543,01866.jpg,False,98,val
1866,108,8,466,268,01867.jpg,False,194,train
1867,78,63,564,344,01868.jpg,False,25,train
1868,21,34,251,171,01869.jpg,False,121,train
1869,178,424,1828,1090,01870.jpg,False,2,train
1870,43,51,232,144,01871.jpg,False,39,train
1871,17,29,615,377,01872.jpg,False,176,train
1872,223,160,1420,907,01873.jpg,False,106,train
1873,17,34,231,163,01874.jpg,False,69,val
1874,68,197,1238,721,01875.jpg,False,166,train
1875,11,101,618,419,01876.jpg,False,48,train
1876,43,101,961,612,01877.jpg,False,14,train
1877,64,110,738,529,01878.jpg,False,131,train
1878,25,44,608,292,01879.jpg,False,30,train
1879,120,324,890,731,01880.jpg,False,13,train
1880,47,34,429,258,01881.jpg,False,66,train
1881,8,103,620,368,01882.jpg,False,117,val
1882,36,146,558,342,01883.jpg,False,21,val
1883,55,95,600,410,01884.jpg,False,68,train
1884,67,57,560,411,01885.jpg,False,129,val
1885,11,25,320,225,01886.jpg,False,99,train
1886,97,326,1519,927,01887.jpg,False,111,train
1887,32,114,688,406,01888.jpg,False,77,train
1888,157,153,392,310,01889.jpg,False,99,val
1889,210,382,1134,716,01890.jpg,False,25,train
1890,56,95,627,368,01891.jpg,False,1,train
1891,42,47,292,192,01892.jpg,False,36,train
1892,84,86,571,348,01893.jpg,False,118,train
1893,51,84,616,398,01894.jpg,False,136,train
1894,76,181,938,748,01895.jpg,False,75,train
1895,107,7,679,258,01896.jpg,False,154,train
1896,28,172,961,767,01897.jpg,False,113,train
1897,246,169,589,353,01898.jpg,False,48,train
1898,20,90,632,339,01899.jpg,False,134,train
1899,11,15,277,157,01900.jpg,False,114,train
1900,56,92,446,327,01901.jpg,False,6,train
1901,1,77,449,233,01902.jpg,False,121,train
1902,154,277,1453,979,01903.jpg,False,84,train
1903,11,20,193,140,01904.jpg,False,75,train
1904,25,98,617,386,01905.jpg,False,68,train
1905,9,28,247,179,01906.jpg,False,75,train
1906,45,8,233,178,01907.jpg,False,110,train
1907,12,23,787,365,01908.jpg,False,193,train
1908,185,132,1015,677,01909.jpg,False,37,train
1909,83,68,551,237,01910.jpg,False,167,train
1910,91,175,567,410,01911.jpg,False,5,train
1911,45,50,262,165,01912.jpg,False,118,train
1912,74,84,963,567,01913.jpg,False,187,train
1913,49,43,212,153,01914.jpg,False,115,train
1914,51,117,441,288,01915.jpg,False,135,train
1915,6,119,494,276,01916.jpg,False,38,val
1916,38,22,790,450,01917.jpg,False,131,train
1917,8,3,135,86,01918.jpg,False,0,train
1918,26,133,618,347,01919.jpg,False,35,train
1919,118,8,790,598,01920.jpg,False,115,train
1920,28,86,345,215,01921.jpg,False,69,train
1921,112,274,1534,886,01922.jpg,False,181,val
1922,64,246,955,590,01923.jpg,False,111,train
1923,331,486,1212,917,01924.jpg,False,158,val
1924,29,86,614,456,01925.jpg,False,77,train
1925,10,53,631,294,01926.jpg,False,102,val
1926,29,108,606,416,01927.jpg,False,108,train
1927,1,49,234,141,01928.jpg,False,91,train
1928,15,166,488,383,01929.jpg,False,42,train
1929,74,43,839,490,01930.jpg,False,186,train
1930,94,235,571,486,01931.jpg,False,135,train
1931,61,67,570,344,01932.jpg,False,51,train
1932,96,144,652,394,01933.jpg,False,46,train
1933,83,322,1415,773,01934.jpg,False,104,train
1934,171,179,544,381,01935.jpg,False,42,train
1935,78,99,736,438,01936.jpg,False,145,val
1936,212,192,578,332,01937.jpg,False,102,train
1937,28,42,474,341,01938.jpg,False,69,train
1938,37,87,463,298,01939.jpg,False,77,train
1939,1,7,200,125,01940.jpg,False,176,train
1940,135,753,2152,1461,01941.jpg,False,73,train
1941,13,49,393,275,01942.jpg,False,126,train
1942,32,322,809,652,01943.jpg,False,83,train
1943,17,54,288,189,01944.jpg,False,12,val
1944,6,17,262,151,01945.jpg,False,47,val
1945,17,31,289,178,01946.jpg,False,77,train
1946,3,89,300,260,01947.jpg,False,85,val
1947,55,110,454,280,01948.jpg,False,24,train
1948,15,1,379,221,01949.jpg,False,70,train
1949,80,123,419,293,01950.jpg,False,162,val
1950,55,49,669,294,01951.jpg,False,109,train
1951,11,31,490,266,01952.jpg,False,0,train
1952,61,368,1223,836,01953.jpg,False,55,train
1953,17,121,550,344,01954.jpg,False,18,val
1954,334,551,1260,1014,01955.jpg,False,139,train
1955,14,63,478,320,01956.jpg,False,55,train
1956,15,188,463,350,01957.jpg,False,134,train
1957,5,21,273,126,01958.jpg,False,84,train
1958,71,137,910,601,01959.jpg,False,65,train
1959,59,224,915,708,01960.jpg,False,168,train
1960,21,114,500,452,01961.jpg,False,66,train
1961,69,66,559,333,01962.jpg,False,170,train
1962,7,123,637,397,01963.jpg,False,71,train
1963,160,170,1007,683,01964.jpg,False,91,train
1964,38,10,255,199,01965.jpg,False,77,train
1965,24,37,276,169,01966.jpg,False,31,train
1966,2,1,259,194,01967.jpg,False,69,train
1967,41,97,608,392,01968.jpg,False,46,train
1968,25,120,615,361,01969.jpg,False,83,train
1969,32,79,431,228,01970.jpg,False,15,train
1970,92,459,1215,889,01971.jpg,False,76,train
1971,37,67,237,168,01972.jpg,False,4,train
1972,16,12,188,115,01973.jpg,False,157,train
1973,99,114,306,191,01974.jpg,False,189,train
1974,159,307,997,605,01975.jpg,False,56,val
1975,38,154,474,301,01976.jpg,False,160,train
1976,53,45,530,370,01977.jpg,False,86,train
1977,13,23,244,160,01978.jpg,False,50,train
1978,131,264,470,434,01979.jpg,False,106,val
1979,97,193,923,631,01980.jpg,False,147,train
1980,25,34,413,235,01981.jpg,False,30,train
1981,19,68,476,338,01982.jpg,False,106,train
1982,102,163,723,454,01983.jpg,False,52,train
1983,12,189,741,415,01984.jpg,False,56,train
1984,35,162,624,456,01985.jpg,False,183,train
1985,47,85,588,374,01986.jpg,False,126,train
1986,64,123,548,346,01987.jpg,False,51,train
1987,32,52,593,324,01988.jpg,False,104,train
1988,145,182,659,440,01989.jpg,False,143,train
1989,20,75,462,331,01990.jpg,False,32,val
1990,63,28,632,351,01991.jpg,False,32,train
1991,31,1,640,220,01992.jpg,False,193,train
1992,31,110,405,263,01993.jpg,False,33,val
1993,28,36,250,143,01994.jpg,False,37,train
1994,84,87,621,411,01995.jpg,False,152,train
1995,128,126,767,437,01996.jpg,False,164,train
1996,147,178,951,633,01997.jpg,False,191,train
1997,12,39,237,166,01998.jpg,False,107,val
1998,68,120,433,330,01999.jpg,False,123,train
1999,38,75,380,193,02000.jpg,False,39,train
2000,56,110,609,440,02001.jpg,False,147,train
2001,8,1,272,134,02002.jpg,False,51,train
2002,10,340,1591,950,02003.jpg,False,100,val
2003,50,162,640,425,02004.jpg,False,4,val
2004,17,75,279,158,02005.jpg,False,140,val
2005,57,43,194,127,02006.jpg,False,33,val
2006,24,16,454,304,02007.jpg,False,13,train
2007,31,146,615,444,02008.jpg,False,114,train
2008,14,22,262,122,02009.jpg,False,24,train
2009,66,46,545,426,02010.jpg,False,36,train
2010,318,76,1193,711,02011.jpg,False,190,train
2011,128,71,417,292,02012.jpg,False,89,val
2012,73,56,591,395,02013.jpg,False,167,val
2013,96,222,647,420,02014.jpg,False,53,train
2014,35,114,550,327,02015.jpg,False,15,train
2015,65,122,568,325,02016.jpg,False,76,train
2016,33,200,1001,661,02017.jpg,False,91,train
2017,210,82,944,734,02018.jpg,False,31,train
2018,54,69,546,379,02019.jpg,False,51,train
2019,103,335,1151,784,02020.jpg,False,100,val
2020,7,59,390,328,02021.jpg,False,145,train
2021,133,61,582,318,02022.jpg,False,62,train
2022,43,49,266,176,02023.jpg,False,81,val
2023,20,110,415,294,02024.jpg,False,147,train
2024,10,42,310,180,02025.jpg,False,21,train
2025,154,74,593,444,02026.jpg,False,123,train
2026,69,123,1073,705,02027.jpg,False,27,val
2027,24,96,414,317,02028.jpg,False,174,train
2028,6,14,216,107,02029.jpg,False,30,train
2029,29,51,259,187,02030.jpg,False,117,train
2030,33,12,226,191,02031.jpg,False,124,train
2031,12,99,380,216,02032.jpg,False,15,train
2032,19,34,241,158,02033.jpg,False,33,train
2033,10,27,310,134,02034.jpg,False,69,train
2034,11,123,500,358,02035.jpg,False,119,train
2035,47,89,639,395,02036.jpg,False,118,val
2036,115,164,1342,669,02037.jpg,False,101,train
2037,70,3,617,337,02038.jpg,False,95,val
2038,22,159,977,588,02039.jpg,False,193,train
2039,24,59,294,221,02040.jpg,False,96,train
2040,73,278,1010,659,02041.jpg,False,20,val
2041,181,124,1780,1057,02042.jpg,False,26,train
2042,132,89,940,686,02043.jpg,False,145,train
2043,129,165,793,545,02044.jpg,False,22,train
2044,135,86,463,300,02045.jpg,False,176,train
2045,24,123,618,354,02046.jpg,False,31,train
2046,43,50,136,90,02047.jpg,False,56,train
2047,27,17,297,209,02048.jpg,False,75,train
2048,30,57,400,309,02049.jpg,False,123,train
2049,30,65,331,199,02050.jpg,False,0,train
2050,54,135,1461,822,02051.jpg,False,193,train
2051,26,98,372,219,02052.jpg,False,46,train
2052,22,12,245,178,02053.jpg,False,110,train
2053,183,4,1186,780,02054.jpg,False,195,train
2054,22,160,580,385,02055.jpg,False,10,train
2055,32,11,456,307,02056.jpg,False,23,train
2056,36,161,611,355,02057.jpg,False,101,train
2057,12,67,496,266,02058.jpg,False,8,train
2058,269,339,884,671,02059.jpg,False,22,train
2059,11,52,595,293,02060.jpg,False,67,train
2060,43,110,646,427,02061.jpg,False,182,train
2061,31,52,453,239,02062.jpg,False,173,val
2062,39,113,467,320,02063.jpg,False,34,train
2063,2,22,296,199,02064.jpg,False,147,train
2064,73,163,674,401,02065.jpg,False,1,train
2065,46,315,1249,943,02066.jpg,False,97,train
2066,241,78,1105,781,02067.jpg,False,193,train
2067,32,56,783,453,02068.jpg,False,15,train
2068,1,550,2320,2506,02069.jpg,False,167,train
2069,74,38,375,289,02070.jpg,False,94,train
2070,21,2,233,100,02071.jpg,False,126,val
2071,250,205,1092,759,02072.jpg,False,144,train
2072,122,176,929,611,02073.jpg,False,159,train
2073,18,67,496,342,02074.jpg,False,85,train
2074,9,16,294,156,02075.jpg,False,76,val
2075,17,69,247,157,02076.jpg,False,160,train
2076,2,78,478,249,02077.jpg,False,76,train
2077,82,307,1369,1036,02078.jpg,False,95,train
2078,45,181,2582,1848,02079.jpg,False,74,train
2079,128,30,855,596,02080.jpg,False,132,train
2080,37,61,756,504,02081.jpg,False,31,train
2081,205,77,595,295,02082.jpg,False,57,train
2082,51,116,630,371,02083.jpg,False,151,train
2083,328,260,1610,935,02084.jpg,False,150,train
2084,13,40,257,143,02085.jpg,False,115,val
2085,51,68,595,381,02086.jpg,False,191,train
2086,19,533,3220,1953,02087.jpg,False,29,train
2087,2,2,300,208,02088.jpg,False,117,train
2088,19,64,471,259,02089.jpg,False,122,train
2089,42,79,613,480,02090.jpg,False,153,val
2090,15,93,632,373,02091.jpg,False,71,train
2091,31,9,435,244,02092.jpg,False,183,train
2092,19,91,482,311,02093.jpg,False,112,train
2093,89,43,542,339,02094.jpg,False,145,train
2094,90,189,1495,820,02095.jpg,False,5,train
2095,33,156,736,524,02096.jpg,False,43,train
2096,18,1,999,507,02097.jpg,False,74,train
2097,15,17,636,440,02098.jpg,False,57,train
2098,14,31,272,198,02099.jpg,False,64,train
2099,66,64,598,385,02100.jpg,False,88,train
2100,17,39,237,156,02101.jpg,False,52,train
2101,20,23,274,196,02102.jpg,False,173,train
2102,34,262,766,650,02103.jpg,False,195,val
2103,25,215,625,411,02104.jpg,False,172,train
2104,10,142,465,309,02105.jpg,False,179,train
2105,129,94,502,382,02106.jpg,False,75,train
2106,23,57,232,186,02107.jpg,False,64,val
2107,53,122,993,553,02108.jpg,False,146,train
2108,31,51,635,399,02109.jpg,False,47,train
2109,116,141,535,367,02110.jpg,False,95,train
2110,20,7,239,174,02111.jpg,False,4,train
2111,95,84,612,391,02112.jpg,False,113,train
2112,109,39,980,590,02113.jpg,False,58,train
2113,9,37,651,477,02114.jpg,False,22,train
2114,11,37,441,206,02115.jpg,False,50,train
2115,26,66,379,258,02116.jpg,False,29,train
2116,1,79,1918,1120,02117.jpg,False,152,train
2117,509,458,1031,686,02118.jpg,False,100,train
2118,44,162,605,360,02119.jpg,False,114,train
2119,44,63,448,253,02120.jpg,False,141,train
2120,143,114,546,374,02121.jpg,False,67,val
2121,29,63,602,324,02122.jpg,False,101,train
2122,74,88,517,354,02123.jpg,False,136,train
2123,9,97,493,252,02124.jpg,False,3,train
2124,21,77,622,466,02125.jpg,False,73,train
2125,7,20,298,197,02126.jpg,False,142,train
2126,31,98,380,226,02127.jpg,False,37,train
2127,63,328,1223,755,02128.jpg,False,133,train
2128,20,23,280,164,02129.jpg,False,147,train
2129,42,89,588,377,02130.jpg,False,18,train
2130,81,140,524,337,02131.jpg,False,188,train
2131,26,290,996,610,02132.jpg,False,90,train
2132,126,143,907,715,02133.jpg,False,116,train
2133,147,149,905,654,02134.jpg,False,56,train
2134,67,103,533,366,02135.jpg,False,86,val
2135,128,33,515,309,02136.jpg,False,130,train
2136,19,118,557,340,02137.jpg,False,136,train
2137,20,272,982,633,02138.jpg,False,163,train
2138,2,3,217,117,02139.jpg,False,160,val
2139,35,176,492,480,02140.jpg,False,60,train
2140,14,164,1011,615,02141.jpg,False,102,train
2141,74,70,251,170,02142.jpg,False,69,val
2142,8,76,3640,2675,02143.jpg,False,171,train
2143,37,82,594,380,02144.jpg,False,25,val
2144,112,7,853,717,02145.jpg,False,0,val
2145,8,14,294,142,02146.jpg,False,106,train
2146,74,114,585,432,02147.jpg,False,177,train
2147,95,124,617,401,02148.jpg,False,132,val
2148,57,107,611,421,02149.jpg,False,47,train
2149,55,82,564,338,02150.jpg,False,168,train
2150,206,135,1543,1076,02151.jpg,False,148,train
2151,4,51,458,291,02152.jpg,False,26,train
2152,208,47,483,364,02153.jpg,False,165,train
2153,67,62,212,185,02154.jpg,False,28,train
2154,86,38,197,151,02155.jpg,False,44,train
2155,54,55,305,220,02156.jpg,False,122,train
2156,156,175,484,332,02157.jpg,False,117,train
2157,37,39,486,273,02158.jpg,False,101,train
2158,56,200,514,396,02159.jpg,False,143,train
2159,63,5,940,723,02160.jpg,False,168,train
2160,49,38,575,447,02161.jpg,False,148,train
2161,40,134,759,463,02162.jpg,False,101,train
2162,104,325,1180,776,02163.jpg,False,169,train
2163,108,49,600,327,02164.jpg,False,30,val
2164,49,35,565,439,02165.jpg,False,23,train
2165,23,113,617,367,02166.jpg,False,116,train
2166,185,454,1947,1129,02167.jpg,False,106,val
2167,54,246,678,553,02168.jpg,False,100,val
2168,52,27,575,418,02169.jpg,False,64,train
2169,12,6,314,202,02170.jpg,False,113,train
2170,32,305,1595,981,02171.jpg,False,17,train
2171,49,49,203,164,02172.jpg,False,33,train
2172,184,284,840,696,02173.jpg,False,104,train
2173,366,293,1817,1222,02174.jpg,False,144,val
2174,12,58,297,192,02175.jpg,False,43,train
2175,17,111,358,240,02176.jpg,True,16,train
2176,22,30,625,531,02177.jpg,False,100,train
2177,15,77,454,272,02178.jpg,False,126,train
2178,103,180,587,434,02179.jpg,False,119,train
2179,205,192,617,352,02180.jpg,False,167,train
2180,31,74,549,384,02181.jpg,False,47,train
2181,35,54,564,361,02182.jpg,False,122,train
2182,28,2,608,423,02183.jpg,False,194,train
2183,95,30,492,256,02184.jpg,False,179,train
2184,47,208,997,667,02185.jpg,False,19,train
2185,56,67,420,284,02186.jpg,False,177,train
2186,28,8,183,138,02187.jpg,False,142,train
2187,58,1,582,373,02188.jpg,False,29,train
2188,36,331,857,692,02189.jpg,False,162,train
2189,10,67,575,302,02190.jpg,False,171,train
2190,1,28,272,157,02191.jpg,False,155,train
2191,61,45,752,502,02192.jpg,False,144,val
2192,52,42,504,315,02193.jpg,False,173,train
2193,80,155,471,320,02194.jpg,False,8,val
2194,61,130,738,481,02195.jpg,False,33,train
2195,62,210,673,475,02196.jpg,False,121,train
2196,180,78,600,402,02197.jpg,False,157,val
2197,100,86,304,276,02198.jpg,False,180,train
2198,4,56,395,229,02199.jpg,False,103,train
2199,70,117,461,330,02200.jpg,False,59,train
2200,91,107,937,561,02201.jpg,False,159,train
2201,295,120,1199,519,02202.jpg,False,151,train
2202,114,86,406,288,02203.jpg,False,65,train
2203,168,93,1131,699,02204.jpg,False,172,train
2204,35,74,611,409,02205.jpg,False,67,train
2205,61,82,948,673,02206.jpg,False,131,train
2206,18,23,639,387,02207.jpg,False,72,train
2207,46,43,473,375,02208.jpg,False,178,train
2208,25,76,563,312,02209.jpg,False,52,train
2209,24,77,267,186,02210.jpg,False,155,train
2210,41,135,365,300,02211.jpg,False,115,train
2211,45,116,547,393,02212.jpg,False,73,train
2212,501,443,1088,706,02213.jpg,False,136,train
2213,13,14,301,155,02214.jpg,False,17,train
2214,126,27,522,445,02215.jpg,False,57,val
2215,89,42,868,504,02216.jpg,False,99,train
2216,35,81,428,294,02217.jpg,False,138,val
2217,328,274,1017,689,02218.jpg,False,144,train
2218,34,33,663,401,02219.jpg,False,148,train
2219,73,164,936,471,02220.jpg,False,12,train
2220,55,68,529,450,02221.jpg,False,31,train
2221,29,66,597,228,02222.jpg,False,58,train
2222,11,98,734,463,02223.jpg,False,84,val
2223,7,61,290,205,02224.jpg,False,79,train
2224,14,58,488,273,02225.jpg,False,90,train
2225,109,163,553,425,02226.jpg,False,116,train
2226,86,68,199,158,02227.jpg,False,164,val
2227,38,134,463,311,02228.jpg,False,136,train
2228,107,445,884,665,02229.jpg,False,157,train
2229,28,32,340,178,02230.jpg,False,68,val
2230,48,66,363,210,02231.jpg,False,43,train
2231,109,88,561,349,02232.jpg,False,34,train
2232,31,2,357,176,02233.jpg,False,27,train
2233,61,58,335,236,02234.jpg,False,38,train
2234,203,497,2792,1959,02235.jpg,False,65,train
2235,45,91,382,288,02236.jpg,False,178,train
2236,14,41,291,165,02237.jpg,False,160,train
